Time,Channel,OrigBytes,CompressedBytes,SentBytes
2021-06-07 08:53:04.842630,11,27305,29609,29609
2021-06-07 08:53:04.842641,2,385692,106728,106728
2021-06-07 08:53:04.842654,1051,20955913,4632329,4632329
2021-06-07 08:53:04.842666,1024,3011555,530028,530028
2021-06-07 08:53:04.842678,4001,56562,169686,169686
2021-06-07 08:53:04.842692,1013,13771301,2243163,2243163
2021-06-07 08:53:04.842705,1,81302541,14334062,14334062
2021-06-07 08:53:04.842717,1032,31603715,2264122,2264122
2021-06-07 08:53:04.842729,1031,31731717,2269590,2269590
2021-06-07 08:53:04.842741,1021,2417713,458873,458873
2021-06-07 08:53:04.842753,10001,15214665,1495545,1495545
2021-06-07 08:53:04.842774,0,0,0,43187026
2021-06-07 08:56:04.924352,1044,12648,35836,35836
2021-06-07 08:56:04.924366,1043,12648,35836,35836
2021-06-07 08:56:04.924379,1042,12648,35836,35836
2021-06-07 08:56:04.924392,1014,13952238,2265381,2265381
2021-06-07 08:56:04.924404,1011,14365276,2321786,2321786
2021-06-07 08:56:04.924419,1022,2571289,468590,468590
2021-06-07 08:56:04.924431,1061,227200,84793,84793
2021-06-07 08:56:04.924444,1012,14388209,2328831,2328831
2021-06-07 08:56:04.924456,1023,2704735,490049,490049
2021-06-07 08:56:04.924468,5001,17432345,1501777,1501777
2021-06-07 08:56:04.924480,10,4126796,638385,638385
2021-06-07 08:56:04.924493,1034,32317104,2320433,2320433
2021-06-07 08:56:04.924505,1033,32466648,2342293,2342293
2021-06-07 08:56:04.924518,1041,12648,35836,35836
2021-06-07 08:56:04.924530,3011,20553,43741,43741
2021-06-07 08:56:04.924544,3001,28458,47872,47872
2021-06-07 08:56:04.924556,11,28866,31281,31281
2021-06-07 08:56:04.924568,2,391434,109234,109234
2021-06-07 08:56:04.924580,1051,21445195,4742483,4742483
2021-06-07 08:56:04.924593,1024,3081249,542322,542322
2021-06-07 08:56:04.924605,4001,57882,173646,173646
2021-06-07 08:56:04.924617,1013,14090012,2295123,2295123
2021-06-07 08:56:04.924630,1,83193304,14666609,14666609
2021-06-07 08:56:04.924642,1032,32335573,2315532,2315532
2021-06-07 08:56:04.924654,1031,32466554,2321973,2321973
2021-06-07 08:56:04.924667,1021,2473666,469496,469496
2021-06-07 08:56:04.924681,10001,15563190,1529880,1529880
2021-06-07 08:56:04.924703,0,0,0,44194854
2021-06-07 08:59:05.003539,1044,12936,36652,36652
2021-06-07 08:59:05.003553,1043,12936,36652,36652
2021-06-07 08:59:05.003566,1042,12936,36652,36652
2021-06-07 08:59:05.003578,1014,14267831,2316630,2316630
2021-06-07 08:59:05.003591,1011,14690211,2374325,2374325
2021-06-07 08:59:05.003603,1022,2629449,479030,479030
2021-06-07 08:59:05.003616,1061,232351,86841,86841
2021-06-07 08:59:05.003628,1012,14713661,2381410,2381410
2021-06-07 08:59:05.003640,1023,2765921,501429,501429
2021-06-07 08:59:05.003656,5001,17828503,1533653,1533653
2021-06-07 08:59:05.003669,10,4220553,652256,652256
2021-06-07 08:59:05.003681,1034,33048537,2371588,2371588
2021-06-07 08:59:05.003693,1033,33201459,2393512,2393512
2021-06-07 08:59:05.003706,1041,12936,36652,36652
2021-06-07 08:59:05.003719,3011,21021,44737,44737
2021-06-07 08:59:05.003731,3001,29106,48962,48962
2021-06-07 08:59:05.003743,11,30388,32869,32869
2021-06-07 08:59:05.003756,2,396219,111324,111324
2021-06-07 08:59:05.003768,1051,21934407,4849052,4849052
2021-06-07 08:59:05.003781,1024,3150941,554477,554477
2021-06-07 08:59:05.003795,4001,59202,177606,177606
2021-06-07 08:59:05.003808,1013,14408717,2346772,2346772
2021-06-07 08:59:05.003820,1,85084021,14996460,14996460
2021-06-07 08:59:05.003832,1032,33067437,2367352,2367352
2021-06-07 08:59:05.003844,1031,33201389,2374375,2374375
2021-06-07 08:59:05.003857,1021,2529621,480272,480272
2021-06-07 08:59:05.003869,10001,15911715,1564215,1564215
2021-06-07 08:59:05.003890,0,0,0,45185755
2021-06-07 09:02:05.081269,1044,13224,37468,37468
2021-06-07 09:02:05.081285,1043,13224,37468,37468
2021-06-07 09:02:05.081298,1042,13224,37468,37468
2021-06-07 09:02:05.081310,1014,14583426,2368002,2368002
2021-06-07 09:02:05.081323,1011,15015144,2426821,2426821
2021-06-07 09:02:05.081335,1022,2687613,489722,489722
2021-06-07 09:02:05.081347,1061,237500,88777,88777
2021-06-07 09:02:05.081360,1012,15039117,2434219,2434219
2021-06-07 09:02:05.081372,1023,2827101,512430,512430
2021-06-07 09:02:05.081384,5001,19326350,1924244,1924244
2021-06-07 09:02:05.081396,10,4314352,668424,668424
2021-06-07 09:02:05.081409,1034,33779974,2422946,2422946
2021-06-07 09:02:05.081423,1033,33936302,2446621,2446621
2021-06-07 09:02:05.081435,1041,13224,37468,37468
2021-06-07 09:02:05.081447,3011,21489,45733,45733
2021-06-07 09:02:05.081460,3001,29754,50049,50049
2021-06-07 09:02:05.081472,11,31910,34459,34459
2021-06-07 09:02:05.081484,2,759372,193474,193474
2021-06-07 09:02:05.081496,1051,22435731,4957208,4957208
2021-06-07 09:02:05.081509,1024,3220633,566599,566599
2021-06-07 09:02:05.081521,4001,60522,181566,181566
2021-06-07 09:02:05.081533,1013,14727426,2398645,2398645
2021-06-07 09:02:05.081545,1,86976979,15320481,15320481
2021-06-07 09:02:05.081559,1032,33799329,2420795,2420795
2021-06-07 09:02:05.081572,1031,33936226,2426812,2426812
2021-06-07 09:02:05.081584,1021,2585574,490871,490871
2021-06-07 09:02:05.081597,10001,16260240,1598550,1598550
2021-06-07 09:02:05.081618,0,0,0,46617320
2021-06-07 09:05:05.158968,1044,13512,38284,38284
2021-06-07 09:05:05.158982,1043,13512,38284,38284
2021-06-07 09:05:05.158994,1042,13512,38284,38284
2021-06-07 09:05:05.159007,1014,14899017,2419128,2419128
2021-06-07 09:05:05.159019,1011,15340077,2479209,2479209
2021-06-07 09:05:05.159034,1022,2745775,500325,500325
2021-06-07 09:05:05.159046,1061,242649,90714,90714
2021-06-07 09:05:05.159058,1012,15364573,2487041,2487041
2021-06-07 09:05:05.159071,1023,2888283,523562,523562
2021-06-07 09:05:05.159083,5001,20312083,2289249,2289249
2021-06-07 09:05:05.159095,10,4408115,682608,682608
2021-06-07 09:05:05.159107,1034,34511421,2474942,2474942
2021-06-07 09:05:05.159120,1033,34671123,2498487,2498487
2021-06-07 09:05:05.159132,1041,13512,38284,38284
2021-06-07 09:05:05.159144,3011,21957,46729,46729
2021-06-07 09:05:05.159159,3001,30402,51139,51139
2021-06-07 09:05:05.159171,11,33395,36058,36058
2021-06-07 09:05:05.159188,2,764157,195563,195563
2021-06-07 09:05:05.159201,1051,22929141,5066562,5066562
2021-06-07 09:05:05.159213,1024,3290325,578730,578730
2021-06-07 09:05:05.159226,4001,61842,185526,185526
2021-06-07 09:05:05.159238,1013,15046133,2450431,2450431
2021-06-07 09:05:05.159250,1,88871401,15664180,15664180
2021-06-07 09:05:05.159262,1032,34531203,2473175,2473175
2021-06-07 09:05:05.159274,1031,34671047,2478375,2478375
2021-06-07 09:05:05.159286,1021,2641529,501616,501616
2021-06-07 09:05:05.159300,10001,16608765,1632885,1632885
2021-06-07 09:05:05.159321,0,0,0,47959370
2021-06-07 09:08:05.238234,1044,13800,39100,39100
2021-06-07 09:08:05.238248,1043,13800,39100,39100
2021-06-07 09:08:05.238260,1042,13800,39100,39100
2021-06-07 09:08:05.238273,1014,15214608,2470275,2470275
2021-06-07 09:08:05.238285,1011,15665012,2531801,2531801
2021-06-07 09:08:05.238297,1022,2803935,510869,510869
2021-06-07 09:08:05.238310,1061,247800,92762,92762
2021-06-07 09:08:05.238322,1012,15690027,2539725,2539725
2021-06-07 09:08:05.238338,1023,2949461,534443,534443
2021-06-07 09:08:05.238350,5001,21280933,2654827,2654827
2021-06-07 09:08:05.238362,10,4501884,697197,697197
2021-06-07 09:08:05.238374,1034,35242866,2526673,2526673
2021-06-07 09:08:05.238387,1033,35405960,2551129,2551129
2021-06-07 09:08:05.238399,1041,13800,39100,39100
2021-06-07 09:08:05.238411,3011,22425,47725,47725
2021-06-07 09:08:05.238423,3001,31050,52226,52226
2021-06-07 09:08:05.238435,11,34956,37729,37729
2021-06-07 09:08:05.238448,2,768942,197648,197648
2021-06-07 09:08:05.238461,1051,23418397,5175408,5175408
2021-06-07 09:08:05.238474,1024,3360019,590971,590971
2021-06-07 09:08:05.238486,4001,63162,189486,189486
2021-06-07 09:08:05.238499,1013,15364840,2502197,2502197
2021-06-07 09:08:05.238511,1,90765309,15982366,15982366
2021-06-07 09:08:05.238523,1032,35263085,2525855,2525855
2021-06-07 09:08:05.238535,1031,35405900,2531686,2531686
2021-06-07 09:08:05.238548,1021,2697478,512051,512051
2021-06-07 09:08:05.238560,10001,16957290,1667220,1667220
2021-06-07 09:08:05.238581,0,0,0,49278669
2021-06-07 09:11:05.317464,1044,14088,39916,39916
2021-06-07 09:11:05.317478,1043,14088,39916,39916
2021-06-07 09:11:05.317491,1042,14088,39916,39916
2021-06-07 09:11:05.317503,1014,15530205,2521778,2521778
2021-06-07 09:11:05.317516,1011,15989949,2584425,2584425
2021-06-07 09:11:05.317529,1022,2862097,521464,521464
2021-06-07 09:11:05.317541,1061,252949,94704,94704
2021-06-07 09:11:05.317554,1012,16015483,2592570,2592570
2021-06-07 09:11:05.317566,1023,3010643,545587,545587
2021-06-07 09:11:05.317578,5001,22426380,3058986,3058986
2021-06-07 09:11:05.317592,10,4595645,711295,711295
2021-06-07 09:11:05.317605,1034,35974313,2578597,2578597
2021-06-07 09:11:05.317617,1033,36140809,2604583,2604583
2021-06-07 09:11:05.317630,1041,14088,39916,39916
2021-06-07 09:11:05.317642,3011,22893,48721,48721
2021-06-07 09:11:05.317654,3001,31698,53314,53314
2021-06-07 09:11:05.317666,11,36480,39410,39410
2021-06-07 09:11:05.317678,2,774684,200157,200157
2021-06-07 09:11:05.317691,1051,23907585,5280696,5280696
2021-06-07 09:11:05.317703,1024,3429711,603155,603155
2021-06-07 09:11:05.317715,4001,64482,193446,193446
2021-06-07 09:11:05.317730,1013,15683549,2554053,2554053
2021-06-07 09:11:05.317742,1,92659478,16318798,16318798
2021-06-07 09:11:05.317755,1032,35994963,2578477,2578477
2021-06-07 09:11:05.317767,1031,36140737,2584129,2584129
2021-06-07 09:11:05.317780,1021,2753431,522701,522701
2021-06-07 09:11:05.317792,10001,17305815,1701555,1701555
2021-06-07 09:11:05.317813,0,0,0,50652265
2021-06-07 09:14:05.395412,1044,14376,40732,40732
2021-06-07 09:14:05.395426,1043,14376,40732,40732
2021-06-07 09:14:05.395441,1042,14376,40732,40732
2021-06-07 09:14:05.395454,1014,15845798,2573060,2573060
2021-06-07 09:14:05.395467,1011,16314886,2637055,2637055
2021-06-07 09:14:05.395479,1022,2920259,532031,532031
2021-06-07 09:14:05.395491,1061,258098,96647,96647
2021-06-07 09:14:05.395504,1012,16340939,2645360,2645360
2021-06-07 09:14:05.395516,1023,3071823,556607,556607
2021-06-07 09:14:05.395528,5001,23493917,3479671,3479671
2021-06-07 09:14:05.395540,10,4689406,725412,725412
2021-06-07 09:14:05.395552,1034,36705764,2630677,2630677
2021-06-07 09:14:05.395565,1033,36875630,2656362,2656362
2021-06-07 09:14:05.395579,1041,14376,40732,40732
2021-06-07 09:14:05.395592,3011,23361,49717,49717
2021-06-07 09:14:05.395604,3001,32346,54404,54404
2021-06-07 09:14:05.395616,11,37967,41099,41099
2021-06-07 09:14:05.395628,2,779469,202247,202247
2021-06-07 09:14:05.395640,1051,24396789,5386871,5386871
2021-06-07 09:14:05.395652,1024,3499401,615130,615130
2021-06-07 09:14:05.395665,4001,65802,197406,197406
2021-06-07 09:14:05.395678,1013,16002260,2606138,2606138
2021-06-07 09:14:05.395690,1,94553584,16647102,16647102
2021-06-07 09:14:05.395704,1032,36726819,2629837,2629837
2021-06-07 09:14:05.395716,1031,36875576,2636666,2636666
2021-06-07 09:14:05.395728,1021,2809384,533305,533305
2021-06-07 09:14:05.395740,10001,17654340,1735890,1735890
2021-06-07 09:14:05.395762,0,0,0,52031622
2021-06-07 09:17:05.475725,1044,14664,41548,41548
2021-06-07 09:17:05.475739,1043,14664,41548,41548
2021-06-07 09:17:05.475752,1042,14664,41548,41548
2021-06-07 09:17:05.475764,1014,16866761,2828348,2828348
2021-06-07 09:17:05.475777,1011,17360108,2894104,2894104
2021-06-07 09:17:05.475789,1022,3021285,557712,557712
2021-06-07 09:17:05.475801,1061,273726,102944,102944
2021-06-07 09:17:05.475814,1012,17417903,2910806,2910806
2021-06-07 09:17:05.475826,1023,3184688,586565,586565
2021-06-07 09:17:05.475839,5001,24655425,3862021,3862021
2021-06-07 09:17:05.475852,10,4783189,740777,740777
2021-06-07 09:17:05.475864,1034,37703581,2711372,2711372
2021-06-07 09:17:05.475877,1033,37884961,2742091,2742091
2021-06-07 09:17:05.475889,1041,14664,41548,41548
2021-06-07 09:17:05.475901,3011,23829,50713,50713
2021-06-07 09:17:05.475913,3001,32994,55490,55490
2021-06-07 09:17:05.475926,11,39528,42773,42773
2021-06-07 09:17:05.475938,2,785211,204754,204754
2021-06-07 09:17:05.475951,1051,24887792,5498745,5498745
2021-06-07 09:17:05.475963,1024,3626427,647973,647973
2021-06-07 09:17:05.475978,4001,67813,202420,202420
2021-06-07 09:17:05.475990,1013,17027871,2858238,2858238
2021-06-07 09:17:05.476002,1,96447343,16976585,16976585
2021-06-07 09:17:05.476015,1032,37716511,2706737,2706737
2021-06-07 09:17:05.476027,1031,37889345,2722804,2722804
2021-06-07 09:17:05.476039,1021,2912592,561347,561347
2021-06-07 09:17:05.476051,10001,18002865,1770225,1770225
2021-06-07 09:17:05.476075,0,0,0,54401736
2021-06-07 09:20:05.555437,1044,14952,42364,42364
2021-06-07 09:20:05.555452,1043,14952,42364,42364
2021-06-07 09:20:05.555465,1042,14952,42364,42364
2021-06-07 09:20:05.555477,1014,18212471,3196728,3196728
2021-06-07 09:20:05.555493,1011,18734546,3262516,3262516
2021-06-07 09:20:05.555505,1022,3108263,588013,588013
2021-06-07 09:20:05.555518,1061,295132,112265,112265
2021-06-07 09:20:05.555530,1012,18825008,3290748,3290748
2021-06-07 09:20:05.555542,1023,3282439,621001,621001
2021-06-07 09:20:05.555557,5001,25862904,4282522,4282522
2021-06-07 09:20:05.555569,10,4876944,754582,754582
2021-06-07 09:20:05.555582,1034,38472030,2787536,2787536
2021-06-07 09:20:05.555594,1033,38670714,2824050,2824050
2021-06-07 09:20:05.555607,1041,14952,42364,42364
2021-06-07 09:20:05.555627,3011,24297,51709,51709
2021-06-07 09:20:05.555639,3001,33642,56578,56578
2021-06-07 09:20:05.555651,11,41052,44478,44478
2021-06-07 09:20:05.555663,2,789996,206842,206842
2021-06-07 09:20:05.555676,1051,25379447,5614298,5614298
2021-06-07 09:20:05.555688,1024,3746839,689676,689676
2021-06-07 09:20:05.555703,4001,69133,206380,206380
2021-06-07 09:20:05.555716,1013,18342072,3210232,3210232
2021-06-07 09:20:05.555728,1,98341190,17310611,17310611
2021-06-07 09:20:05.555740,1032,38473197,2778584,2778584
2021-06-07 09:20:05.555752,1031,38676380,2807203,2807203
2021-06-07 09:20:05.555765,1021,3005369,595407,595407
2021-06-07 09:20:05.555777,10001,18351390,1804560,1804560
2021-06-07 09:20:05.555798,0,0,0,57265975
2021-06-07 09:23:05.637258,1044,15240,43180,43180
2021-06-07 09:23:05.637272,1043,15240,43180,43180
2021-06-07 09:23:05.637285,1042,15240,43180,43180
2021-06-07 09:23:05.637297,1014,19616012,3566177,3566177
2021-06-07 09:23:05.637310,1011,20188619,3637687,3637687
2021-06-07 09:23:05.637322,1022,3204209,623407,623407
2021-06-07 09:23:05.637334,1061,319357,122912,122912
2021-06-07 09:23:05.637347,1012,20336901,3681451,3681451
2021-06-07 09:23:05.637359,1023,3383721,659391,659391
2021-06-07 09:23:05.637373,5001,26513860,4416632,4416632
2021-06-07 09:23:05.637386,10,4970719,769451,769451
2021-06-07 09:23:05.637398,1034,39250979,2865681,2865681
2021-06-07 09:23:05.637410,1033,39464942,2908537,2908537
2021-06-07 09:23:05.637422,1041,15240,43180,43180
2021-06-07 09:23:05.637434,3011,24765,52705,52705
2021-06-07 09:23:05.637447,3001,34290,57667,57667
2021-06-07 09:23:05.637459,11,42224,45928,45928
2021-06-07 09:23:05.637471,2,795738,209349,209349
2021-06-07 09:23:05.637484,1051,25892312,5741308,5741308
2021-06-07 09:23:05.637496,1024,3873835,735396,735396
2021-06-07 09:23:05.637510,4001,70453,210340,210340
2021-06-07 09:23:05.637523,1013,19764034,3580103,3580103
2021-06-07 09:23:05.637535,1,100232362,17637181,17637181
2021-06-07 09:23:05.637547,1032,39238146,2854726,2854726
2021-06-07 09:23:05.637559,1031,39471754,2893486,2893486
2021-06-07 09:23:05.637571,1021,3103596,633579,633579
2021-06-07 09:23:05.637583,10001,18699915,1838895,1838895
2021-06-07 09:23:05.637604,0,0,0,59914709
2021-06-07 09:26:05.719022,1044,15528,43996,43996
2021-06-07 09:26:05.719037,1043,15528,43996,43996
2021-06-07 09:26:05.719049,1042,15528,43996,43996
2021-06-07 09:26:05.719062,1014,21783483,4056233,4056233
2021-06-07 09:26:05.719074,1011,22409390,4138142,4138142
2021-06-07 09:26:05.719087,1022,3403510,685496,685496
2021-06-07 09:26:05.719099,1061,348307,133583,133583
2021-06-07 09:26:05.719111,1012,22585897,4189764,4189764
2021-06-07 09:26:05.719125,1023,3608821,728834,728834
2021-06-07 09:26:05.719138,5001,27106558,4522641,4522641
2021-06-07 09:26:05.719150,10,5103729,805994,805994
2021-06-07 09:26:05.719163,1034,40090388,2948722,2948722
2021-06-07 09:26:05.719175,1033,40330785,2998018,2998018
2021-06-07 09:26:05.719189,1041,15528,43996,43996
2021-06-07 09:26:05.719202,3011,25233,53701,53701
2021-06-07 09:26:05.719214,3001,34938,58757,58757
2021-06-07 09:26:05.719225,11,44135,48009,48009
2021-06-07 09:26:05.719238,2,800523,211435,211435
2021-06-07 09:26:05.719250,1051,26804180,5968622,5968622
2021-06-07 09:26:05.719270,1024,4140899,814679,814679
2021-06-07 09:26:05.719283,4001,71773,214300,214300
2021-06-07 09:26:05.719296,1013,21954076,4078056,4078056
2021-06-07 09:26:05.719308,1,102123231,17973586,17973586
2021-06-07 09:26:05.719320,1032,40060406,2934824,2934824
2021-06-07 09:26:05.719332,1031,40342344,2983904,2983904
2021-06-07 09:26:05.719345,1021,3311730,698624,698624
2021-06-07 09:26:05.719357,10001,19048440,1873230,1873230
2021-06-07 09:26:05.719379,0,0,0,63295138
2021-06-07 09:29:05.800916,1044,15816,44812,44812
2021-06-07 09:29:05.800930,1043,15816,44812,44812
2021-06-07 09:29:05.800943,1042,15816,44812,44812
2021-06-07 09:29:05.800955,1014,23015050,4352995,4352995
2021-06-07 09:29:05.800968,1011,23675275,4444189,4444189
2021-06-07 09:29:05.800980,1022,3581289,737357,737357
2021-06-07 09:29:05.800992,1061,366520,139180,139180
2021-06-07 09:29:05.801007,1012,23859399,4496604,4496604
2021-06-07 09:29:05.801019,1023,3803865,783586,783586
2021-06-07 09:29:05.801031,5001,27699256,4628791,4628791
2021-06-07 09:29:05.801043,10,5238226,859051,859051
2021-06-07 09:29:05.801055,1034,40900597,3017195,3017195
2021-06-07 09:29:05.801068,1033,41156400,3071180,3071180
2021-06-07 09:29:05.801080,1041,15816,44812,44812
2021-06-07 09:29:05.801092,3011,25701,54697,54697
2021-06-07 09:29:05.801104,3001,35586,59845,59845
2021-06-07 09:29:05.801116,11,47343,51180,51180
2021-06-07 09:29:05.801129,2,806265,213940,213940
2021-06-07 09:29:05.801143,1051,28385608,6359756,6359756
2021-06-07 09:29:05.801155,1024,4365048,879370,879370
2021-06-07 09:29:05.801168,4001,73093,218260,218260
2021-06-07 09:29:05.801180,1013,23197415,4379129,4379129
2021-06-07 09:29:05.801197,1,104014094,18311403,18311403
2021-06-07 09:29:05.801210,1032,40867296,3002284,3002284
2021-06-07 09:29:05.801222,1031,41169777,3056434,3056434
2021-06-07 09:29:05.801234,1021,3497015,753027,753027
2021-06-07 09:29:05.801246,10001,19396965,1907565,1907565
2021-06-07 09:29:05.801268,0,0,0,65956266
2021-06-07 09:32:05.884682,1044,16104,45628,45628
2021-06-07 09:32:05.884698,1043,16104,45628,45628
2021-06-07 09:32:05.884710,1042,16104,45628,45628
2021-06-07 09:32:05.884723,1014,38495277,8288393,8288393
2021-06-07 09:32:05.884736,1011,39513832,8461604,8461604
2021-06-07 09:32:05.884748,1022,4686105,1048782,1048782
2021-06-07 09:32:05.884761,1061,544989,184168,184168
2021-06-07 09:32:05.884774,1012,39862946,8568721,8568721
2021-06-07 09:32:05.884786,1023,4952061,1100429,1100429
2021-06-07 09:32:05.884799,5001,30232174,5397922,5397922
2021-06-07 09:32:05.884811,10,7044850,1595861,1595861
2021-06-07 09:32:05.884823,1034,42662074,3342890,3342890
2021-06-07 09:32:05.884838,1033,43140003,3446545,3446545
2021-06-07 09:32:05.884850,1041,16104,45628,45628
2021-06-07 09:32:05.884863,3011,26169,55693,55693
2021-06-07 09:32:05.884875,3001,36234,60933,60933
2021-06-07 09:32:05.884888,11,69164,67141,67141
2021-06-07 09:32:05.884900,2,811050,216032,216032
2021-06-07 09:32:05.884912,1051,37375716,8820047,8820047
2021-06-07 09:32:05.884925,1024,6031644,1327612,1327612
2021-06-07 09:32:05.884937,4001,74413,222220,222220
2021-06-07 09:32:05.884950,1013,38869145,8367751,8367751
2021-06-07 09:32:05.884962,1,105906212,18587068,18587068
2021-06-07 09:32:05.884976,1032,42577155,3309604,3309604
2021-06-07 09:32:05.884988,1031,43127540,3424352,3424352
2021-06-07 09:32:05.885001,1021,4701319,1084752,1084752
2021-06-07 09:32:05.885013,10001,19745490,1941900,1941900
2021-06-07 09:32:05.885035,0,0,0,89102932
2021-06-07 09:35:05.968452,1044,16392,46444,46444
2021-06-07 09:35:05.968466,1043,16392,46444,46444
2021-06-07 09:35:05.968479,1042,16392,46444,46444
2021-06-07 09:35:05.968494,1014,60196245,13888943,13888943
2021-06-07 09:35:05.968508,1011,61787953,14194721,14194721
2021-06-07 09:35:05.968521,1022,6147980,1466267,1466267
2021-06-07 09:35:05.968533,1061,842275,257727,257727
2021-06-07 09:35:05.968546,1012,62421607,14395788,14395788
2021-06-07 09:35:05.968558,1023,6528815,1541963,1541963
2021-06-07 09:35:05.968570,5001,32862782,6353052,6353052
2021-06-07 09:35:05.968583,10,9603383,2672179,2672179
2021-06-07 09:35:05.968595,1034,44859249,3800219,3800219
2021-06-07 09:35:05.968607,1033,45533310,3944244,3944244
2021-06-07 09:35:05.968627,1041,16392,46444,46444
2021-06-07 09:35:05.968640,3011,26637,56689,56689
2021-06-07 09:35:05.968652,3001,36882,62022,62022
2021-06-07 09:35:05.968665,11,100304,89389,89389
2021-06-07 09:35:05.968677,2,816792,218542,218542
2021-06-07 09:35:05.968689,1051,52736749,13058369,13058369
2021-06-07 09:35:05.968701,1024,8258209,1938906,1938906
2021-06-07 09:35:05.968714,4001,75985,226596,226596
2021-06-07 09:35:05.968726,1013,61000496,14083652,14083652
2021-06-07 09:35:05.968739,1,107798882,18833940,18833940
2021-06-07 09:35:05.968751,1032,44656880,3723927,3723927
2021-06-07 09:35:05.968765,1031,45549367,3929399,3929399
2021-06-07 09:35:05.968777,1021,6292938,1533366,1533366
2021-06-07 09:35:05.968790,10001,20094015,1976235,1976235
2021-06-07 09:35:05.968811,0,0,0,122431911
2021-06-07 09:38:06.052108,1044,16680,47260,47260
2021-06-07 09:38:06.052122,1043,16680,47260,47260
2021-06-07 09:38:06.052135,1042,16680,47260,47260
2021-06-07 09:38:06.052147,1014,81640895,19462544,19462544
2021-06-07 09:38:06.052162,1011,83690099,19875783,19875783
2021-06-07 09:38:06.052174,1022,7688868,1904553,1904553
2021-06-07 09:38:06.052190,1061,1137305,331194,331194
2021-06-07 09:38:06.052203,1012,84598692,20170100,20170100
2021-06-07 09:38:06.052215,1023,8038752,1970385,1970385
2021-06-07 09:38:06.052227,5001,35388509,7247204,7247204
2021-06-07 09:38:06.052240,10,12165579,3756651,3756651
2021-06-07 09:38:06.052252,1034,47034591,4257627,4257627
2021-06-07 09:38:06.052265,1033,47909718,4440154,4440154
2021-06-07 09:38:06.052277,1041,16680,47260,47260
2021-06-07 09:38:06.052289,3011,27105,57685,57685
2021-06-07 09:38:06.052303,3001,37530,63109,63109
2021-06-07 09:38:06.052316,11,131988,113793,113793
2021-06-07 09:38:06.052328,2,821577,220630,220630
2021-06-07 09:38:06.052340,1051,69394815,17651512,17651512
2021-06-07 09:38:06.052353,1024,10474785,2553403,2553403
2021-06-07 09:38:06.052365,4001,77957,231661,231661
2021-06-07 09:38:06.052378,1013,82756959,19749364,19749364
2021-06-07 09:38:06.052390,1,109691774,19092765,19092765
2021-06-07 09:38:06.052402,1032,46746215,4145997,4145997
2021-06-07 09:38:06.052415,1031,47993413,4443197,4443197
2021-06-07 09:38:06.052429,1021,7842765,1973694,1973694
2021-06-07 09:38:06.052441,10001,20442682,2010695,2010695
2021-06-07 09:38:06.052462,0,0,0,155912740
2021-06-07 09:41:06.133035,1044,16968,48076,48076
2021-06-07 09:41:06.133049,1043,16968,48076,48076
2021-06-07 09:41:06.133062,1042,16968,48076,48076
2021-06-07 09:41:06.133074,1014,102538657,24926028,24926028
2021-06-07 09:41:06.133087,1011,105123355,25466352,25466352
2021-06-07 09:41:06.133101,1022,9152898,2330541,2330541
2021-06-07 09:41:06.133114,1061,1441914,407576,407576
2021-06-07 09:41:06.133126,1012,106362900,25864818,25864818
2021-06-07 09:41:06.133138,1023,9528107,2395642,2395642
2021-06-07 09:41:06.133150,5001,37756464,8159655,8159655
2021-06-07 09:41:06.133163,10,14721574,4841709,4841709
2021-06-07 09:41:06.133176,1034,49134385,4698967,4698967
2021-06-07 09:41:06.133194,1033,50194920,4925484,4925484
2021-06-07 09:41:06.133206,1041,16968,48076,48076
2021-06-07 09:41:06.133218,3011,27573,58681,58681
2021-06-07 09:41:06.133233,3001,38178,64196,64196
2021-06-07 09:41:06.133245,11,162626,136446,136446
2021-06-07 09:41:06.133258,2,827319,223142,223142
2021-06-07 09:41:06.133270,1051,84503176,21856003,21856003
2021-06-07 09:41:06.133283,1024,12620284,3153136,3153136
2021-06-07 09:41:06.133295,4001,79277,235621,235621
2021-06-07 09:41:06.133308,1013,104082112,25328612,25328612
2021-06-07 09:41:06.133320,1,111584402,19337908,19337908
2021-06-07 09:41:06.133332,1032,48677559,4536167,4536167
2021-06-07 09:41:06.133344,1031,50352263,4943841,4943841
2021-06-07 09:41:06.133356,1021,9365016,2415621,2415621
2021-06-07 09:41:06.133370,10001,20791207,2045030,2045030
2021-06-07 09:41:06.133392,0,0,0,188543480
2021-06-07 09:44:06.216519,1044,17256,48892,48892
2021-06-07 09:44:06.216533,1043,17256,48892,48892
2021-06-07 09:44:06.216546,1042,17256,48892,48892
2021-06-07 09:44:06.216558,1014,122861372,30250814,30250814
2021-06-07 09:44:06.216571,1011,125973443,30926044,30926044
2021-06-07 09:44:06.216585,1022,10537720,2740935,2740935
2021-06-07 09:44:06.216598,1061,1740733,482961,482961
2021-06-07 09:44:06.216610,1012,127453989,31399552,31399552
2021-06-07 09:44:06.216622,1023,10951265,2813405,2813405
2021-06-07 09:44:06.216634,5001,39988900,9042080,9042080
2021-06-07 09:44:06.216647,10,17279285,5926791,5926791
2021-06-07 09:44:06.216659,1034,51134767,5122928,5122928
2021-06-07 09:44:06.216671,1033,52335667,5379760,5379760
2021-06-07 09:44:06.216684,1041,17256,48892,48892
2021-06-07 09:44:06.216696,3011,28041,59677,59677
2021-06-07 09:44:06.216708,3001,38826,65285,65285
